"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"23 Mar 2025","ost","2","114.99","2","114.99","2","114.99","0","0.00"
"23 Mar 2025","cnl","1","50.97","1","50.97","1","50.97","0","0.00"
"23 Mar 2025","bb","1","23.43","1","23.43","1","23.43","0","0.00"
"23 Mar 2025","ck","1","116.63","1","116.63","1","116.63","0","0.00"
"23 Mar 2025","qqq","1","123.81","1","123.81","1","123.81","0","0.00"
"23 Mar 2025","zg85","1","18.63","1","18.63","1","18.63","0","0.00"
"22 Mar 2025","fxn","8","709.70","8","709.70","8","709.70","0","0.00"
"22 Mar 2025","qqq","2","79.91","2","79.91","2","79.91","0","0.00"
"22 Mar 2025","dd44","1","48.36","1","48.36","1","48.36","0","0.00"
"22 Mar 2025","zg85","1","44.76","1","44.76","1","44.76","0","0.00"
"22 Mar 2025","cr5","1","12.75","1","12.75","1","12.75","0","0.00"
"21 Mar 2025","fxn","16","1339.57","16","1339.57","16","1339.57","0","0.00"
"21 Mar 2025","ost","5","317.13","5","317.13","5","317.13","0","0.00"
"21 Mar 2025","97c","3","244.00","3","244.00","3","244.00","0","0.00"
"21 Mar 2025","ck","2","105.42","2","105.42","2","105.42","0","0.00"
"21 Mar 2025","cnl","2","96.71","2","96.71","2","96.71","0","0.00"
"21 Mar 2025","dd44","2","96.73","2","96.73","2","96.73","0","0.00"
"21 Mar 2025","qqq","1","56.19","1","56.19","1","56.19","0","0.00"
"21 Mar 2025","ykn","1","56.56","1","56.56","1","56.56","0","0.00"
"20 Mar 2025","fxn","10","399.45","10","399.45","10","399.45","0","0.00"
"20 Mar 2025","ost","3","186.21","3","186.21","3","186.21","0","0.00"
"20 Mar 2025","ifw","2","259.12","2","259.12","2","259.12","0","0.00"
"20 Mar 2025","fuj","1","108.67","1","108.67","1","108.67","0","0.00"
"20 Mar 2025","qqq","1","13.81","1","13.81","1","13.81","0","0.00"
"20 Mar 2025","xc3","1","61.10","1","61.10","1","61.10","0","0.00"
"20 Mar 2025","97c","1","73.53","1","73.53","1","73.53","0","0.00"
"20 Mar 2025","zg32","1","92.33","1","92.33","1","92.33","0","0.00"
"20 Mar 2025","ck","1","239.94","1","239.94","1","239.94","0","0.00"
"20 Mar 2025","cr5","1","37.01","1","37.01","1","37.01","0","0.00"
"19 Mar 2025","fxn","12","718.81","12","718.81","12","718.81","0","0.00"
"19 Mar 2025","ost","5","329.60","5","329.60","5","329.60","0","0.00"
"19 Mar 2025","qqq","4","344.06","4","344.06","4","344.06","0","0.00"
"19 Mar 2025","fuj","1","59.89","1","59.89","1","59.89","0","0.00"
"19 Mar 2025","bb","1","197.82","1","197.82","1","197.82","0","0.00"
"19 Mar 2025","ck","1","61.01","1","61.01","1","61.01","0","0.00"
"19 Mar 2025","dd44","1","83.75","1","83.75","1","83.75","0","0.00"
"19 Mar 2025","ykn","1","22.62","1","22.62","1","22.62","0","0.00"
"19 Mar 2025","cnl","1","37.62","1","37.62","1","37.62","0","0.00"
"19 Mar 2025","cr5","1","83.34","1","83.34","1","83.34","0","0.00"
"18 Mar 2025","fxn","17","1342.49","17","1342.49","17","1342.49","0","0.00"
"18 Mar 2025","qqq","4","315.65","4","315.65","4","315.65","0","0.00"
"18 Mar 2025","zg32","2","213.79","2","213.79","2","213.79","0","0.00"
"18 Mar 2025","df5","1","33.20","1","33.20","1","33.20","0","0.00"
"18 Mar 2025","dd44","1","42.26","1","42.26","1","42.26","0","0.00"
"18 Mar 2025","df14","1","87.60","1","87.60","1","87.60","0","0.00"
"18 Mar 2025","ost","1","73.44","1","73.44","1","73.44","0","0.00"
"17 Mar 2025","fxn","22","1512.36","22","1512.36","22","1512.36","0","0.00"
"17 Mar 2025","qqq","3","101.71","3","101.71","3","101.71","0","0.00"
"17 Mar 2025","ost","2","261.22","2","261.22","2","261.22","0","0.00"
"17 Mar 2025","uex","1","64.90","1","64.90","1","64.90","0","0.00"
"17 Mar 2025","zg32","1","92.73","1","92.73","1","92.73","0","0.00"
"17 Mar 2025","zg85","1","42.40","1","42.40","1","42.40","0","0.00"
"16 Mar 2025","fxn","13","989.57","13","989.57","13","989.57","0","0.00"
"16 Mar 2025","piv","2","116.70","2","116.70","2","116.70","0","0.00"
"16 Mar 2025","ost","2","67.67","2","67.67","2","67.67","0","0.00"
"16 Mar 2025","cr5","1","31.19","1","31.19","1","31.19","0","0.00"
"16 Mar 2025","df5","1","122.09","1","122.09","1","122.09","0","0.00"
"16 Mar 2025","fuj","1","114.19","1","114.19","1","114.19","0","0.00"
"16 Mar 2025","xc3","1","148.48","1","148.48","1","148.48","0","0.00"
"16 Mar 2025","zag12","1","27.18","1","27.18","1","27.18","0","0.00"
"16 Mar 2025","dd44","1","24.94","1","24.94","1","24.94","0","0.00"
"15 Mar 2025","fxn","13","863.99","13","863.99","13","863.99","0","0.00"
"15 Mar 2025","qqq","3","246.79","3","246.79","3","246.79","0","0.00"
"15 Mar 2025","xc3","3","170.10","3","170.10","3","170.10","0","0.00"
"15 Mar 2025","ost","3","202.40","3","202.40","3","202.40","0","0.00"
"15 Mar 2025","piv","2","130.57","2","130.57","2","130.57","0","0.00"
"15 Mar 2025","zg32","1","46.70","1","46.70","1","46.70","0","0.00"
"15 Mar 2025","dd44","1","22.28","1","22.28","1","22.28","0","0.00"
"15 Mar 2025","ck","1","92.99","1","92.99","1","92.99","0","0.00"
"14 Mar 2025","fxn","18","1932.72","18","1932.72","18","1932.72","0","0.00"
"14 Mar 2025","qqq","5","751.10","5","751.10","5","751.10","0","0.00"
"14 Mar 2025","ost","3","154.72","3","154.72","3","154.72","0","0.00"
"14 Mar 2025","ykn","2","143.64","2","143.64","2","143.64","0","0.00"
"14 Mar 2025","cr5","1","173.47","1","173.47","1","173.47","0","0.00"
"14 Mar 2025","97c","1","159.21","1","159.21","1","159.21","0","0.00"
"14 Mar 2025","xc3","1","83.43","1","83.43","1","83.43","0","0.00"
"14 Mar 2025","zd1","1","57.95","1","57.95","1","57.95","0","0.00"
"14 Mar 2025","zg32","1","105.49","1","105.49","1","105.49","0","0.00"
"13 Mar 2025","fxn","24","2003.00","24","2003.00","24","2003.00","0","0.00"
"13 Mar 2025","qqq","2","191.59","2","191.59","2","191.59","0","0.00"
"13 Mar 2025","fuj","1","101.04","1","101.04","1","101.04","0","0.00"
"13 Mar 2025","ge0","1","96.57","1","96.57","1","96.57","0","0.00"
"13 Mar 2025","ifw","1","28.31","1","28.31","1","28.31","0","0.00"
"13 Mar 2025","ost","1","78.70","1","78.70","1","78.70","0","0.00"
"13 Mar 2025","tm6","1","30.21","1","30.21","1","30.21","0","0.00"
"13 Mar 2025","97c","1","44.99","1","44.99","1","44.99","0","0.00"
"13 Mar 2025","zd1","1","104.17","1","104.17","1","104.17","0","0.00"
"13 Mar 2025","cnl","1","76.48","1","76.48","1","76.48","0","0.00"
"12 Mar 2025","fxn","21","1709.00","21","1709.00","21","1709.00","0","0.00"
"12 Mar 2025","qqq","4","329.72","4","329.72","4","329.72","0","0.00"
"12 Mar 2025","ck","2","91.46","2","91.46","2","91.46","0","0.00"
"12 Mar 2025","zg85","2","260.09","2","260.09","2","260.09","0","0.00"
"12 Mar 2025","piv","1","57.95","1","57.95","1","57.95","0","0.00"
"12 Mar 2025","dd44","1","40.31","1","40.31","1","40.31","0","0.00"
"12 Mar 2025","zg32","1","166.25","1","166.25","1","166.25","0","0.00"
"12 Mar 2025","ost","1","129.42","1","129.42","1","129.42","0","0.00"
"11 Mar 2025","fxn","15","1005.11","15","1005.11","15","1005.11","0","0.00"
"11 Mar 2025","ost","2","201.35","2","201.35","2","201.35","0","0.00"
"11 Mar 2025","piv","2","115.89","2","115.89","2","115.89","0","0.00"
"11 Mar 2025","qqq","2","225.67","2","225.67","2","225.67","0","0.00"
"11 Mar 2025","zg85","1","35.41","1","35.41","1","35.41","0","0.00"
"11 Mar 2025","zg32","1","350.79","1","350.79","1","350.79","0","0.00"
"11 Mar 2025","ck","1","36.16","1","36.16","1","36.16","0","0.00"
"10 Mar 2025","fxn","12","683.04","12","683.04","12","683.04","0","0.00"
"10 Mar 2025","qqq","2","153.41","2","153.41","2","153.41","0","0.00"
"10 Mar 2025","ifw","1","167.70","1","167.70","1","167.70","0","0.00"
"10 Mar 2025","zd1","1","64.71","1","64.71","1","64.71","0","0.00"
"10 Mar 2025","zg85","1","101.64","1","101.64","1","101.64","0","0.00"
"10 Mar 2025","df2","1","30.59","1","30.59","1","30.59","0","0.00"
"09 Mar 2025","fxn","18","1050.90","18","1050.90","18","1050.90","0","0.00"
"09 Mar 2025","qqq","5","357.54","5","357.54","5","357.54","0","0.00"
"09 Mar 2025","ost","2","140.75","2","140.75","2","140.75","0","0.00"
"09 Mar 2025","cr5","1","60.36","1","60.36","1","60.36","0","0.00"
"09 Mar 2025","zg32","1","41.61","1","41.61","1","41.61","0","0.00"
"09 Mar 2025","zg85","1","26.33","1","26.33","1","26.33","0","0.00"
"08 Mar 2025","fxn","21","1582.29","21","1582.29","21","1582.29","0","0.00"
"08 Mar 2025","ost","5","498.32","5","498.32","5","498.32","0","0.00"
"08 Mar 2025","qqq","4","308.11","4","308.11","4","308.11","0","0.00"
"08 Mar 2025","cr5","2","66.88","2","66.88","2","66.88","0","0.00"
"08 Mar 2025","zg32","1","55.09","1","55.09","1","55.09","0","0.00"
"08 Mar 2025","zg85","1","87.53","1","87.53","1","87.53","0","0.00"
"07 Mar 2025","fxn","17","2769.43","17","2769.43","17","2769.43","0","0.00"
"07 Mar 2025","qqq","7","480.09","7","480.09","7","480.09","0","0.00"
"07 Mar 2025","zg85","2","107.10","2","107.10","2","107.10","0","0.00"
"07 Mar 2025","cr5","2","281.32","2","281.32","2","281.32","0","0.00"
"07 Mar 2025","ost","2","121.82","2","121.82","2","121.82","0","0.00"
"07 Mar 2025","tm6","1","28.51","1","28.51","1","28.51","0","0.00"
"07 Mar 2025","4dg","1","108.63","1","108.63","1","108.63","0","0.00"
"07 Mar 2025","dd66","1","178.32","1","178.32","1","178.32","0","0.00"
"06 Mar 2025","fxn","23","2547.42","23","2547.42","23","2547.42","0","0.00"
"06 Mar 2025","qqq","5","415.09","5","415.09","5","415.09","0","0.00"
"06 Mar 2025","df2","3","501.52","3","501.52","3","501.52","0","0.00"
"06 Mar 2025","cr5","2","117.75","2","117.75","2","117.75","0","0.00"
"06 Mar 2025","dd44","1","58.01","1","58.01","1","58.01","0","0.00"
"06 Mar 2025","ck","1","29.05","1","29.05","1","29.05","0","0.00"
"06 Mar 2025","dd5","1","79.85","1","79.85","1","79.85","0","0.00"
"06 Mar 2025","ost","1","108.74","1","108.74","1","108.74","0","0.00"
"06 Mar 2025","zg32","1","55.62","1","55.62","1","55.62","0","0.00"
"05 Mar 2025","fxn","14","1354.60","14","1354.60","14","1354.60","0","0.00"
"05 Mar 2025","qqq","5","182.24","5","182.24","5","182.24","0","0.00"
"05 Mar 2025","zg85","3","226.06","3","226.06","3","226.06","0","0.00"
"05 Mar 2025","ost","3","362.70","3","362.70","3","362.70","0","0.00"
"05 Mar 2025","cnl","1","28.48","1","28.48","1","28.48","0","0.00"
"05 Mar 2025","cr5","1","117.35","1","117.35","1","117.35","0","0.00"
"05 Mar 2025","piv","1","58.20","1","58.20","1","58.20","0","0.00"
"05 Mar 2025","t5b","1","20.30","1","20.30","1","20.30","0","0.00"
"04 Mar 2025","fxn","17","1111.31","17","1111.31","17","1111.31","0","0.00"
"04 Mar 2025","qqq","4","195.69","4","195.69","4","195.69","0","0.00"
"04 Mar 2025","cnl","1","34.32","1","34.32","1","34.32","0","0.00"
"04 Mar 2025","qkk","1","50.23","1","50.23","1","50.23","0","0.00"
"04 Mar 2025","zg32","1","89.16","1","89.16","1","89.16","0","0.00"
"03 Mar 2025","fxn","10","581.38","10","581.38","10","581.38","0","0.00"
"03 Mar 2025","qqq","4","284.56","4","284.56","4","284.56","0","0.00"
"03 Mar 2025","tnmw","1","88.43","1","88.43","1","88.43","0","0.00"
"03 Mar 2025","ck","1","132.14","1","132.14","1","132.14","0","0.00"
"03 Mar 2025","ost","1","26.23","1","26.23","1","26.23","0","0.00"
"02 Mar 2025","fxn","11","799.74","11","799.74","11","799.74","0","0.00"
"02 Mar 2025","qqq","3","249.07","3","249.07","3","249.07","0","0.00"
"02 Mar 2025","zg85","3","252.58","3","252.58","3","252.58","0","0.00"
"02 Mar 2025","tnmw","2","161.41","2","161.41","2","161.41","0","0.00"
"02 Mar 2025","ost","1","121.99","1","121.99","1","121.99","0","0.00"
"02 Mar 2025","ck","1","16.81","1","16.81","1","16.81","0","0.00"
"01 Mar 2025","fxn","15","1280.96","15","1280.96","15","1280.96","0","0.00"
"01 Mar 2025","df5","1","14.04","1","14.04","1","14.04","0","0.00"
"01 Mar 2025","ck","1","136.18","1","136.18","1","136.18","0","0.00"
"01 Mar 2025","cnl","1","85.60","1","85.60","1","85.60","0","0.00"
"01 Mar 2025","hhh1","1","145.22","1","145.22","1","145.22","0","0.00"
"01 Mar 2025","qqq","1","48.66","1","48.66","1","48.66","0","0.00"
"01 Mar 2025","zg85","1","46.34","1","46.34","1","46.34","0","0.00"
"28 Feb 2025","fxn","13","1479.28","13","1479.28","13","1479.28","0","0.00"
"28 Feb 2025","qqq","3","302.87","3","302.87","3","302.87","0","0.00"
"28 Feb 2025","zg85","2","216.64","1","49.16","1","49.16","0","0.00"
"28 Feb 2025","zg32","1","26.14","1","26.14","1","26.14","0","0.00"
"28 Feb 2025","ost","1","88.21","1","88.21","1","88.21","0","0.00"
"27 Feb 2025","fxn","9","403.12","9","403.12","9","403.12","0","0.00"
"27 Feb 2025","ost","2","121.41","2","121.41","2","121.41","0","0.00"
"27 Feb 2025","zg85","2","44.87","2","44.87","2","44.87","0","0.00"
"27 Feb 2025","hhh1","1","74.22","1","74.22","1","74.22","0","0.00"
"27 Feb 2025","qqq","1","25.36","1","25.36","1","25.36","0","0.00"
"27 Feb 2025","tnmw","1","213.60","1","213.60","1","213.60","0","0.00"
"27 Feb 2025","ck","1","108.32","1","108.32","1","108.32","0","0.00"
"27 Feb 2025","cnl","1","47.82","1","47.82","1","47.82","0","0.00"
"27 Feb 2025","df2","1","19.36","1","19.36","1","19.36","0","0.00"
"26 Feb 2025","fxn","4","440.94","4","440.94","4","440.94","0","0.00"
"26 Feb 2025","zg32","3","404.43","3","404.43","3","404.43","0","0.00"
"26 Feb 2025","dd6","1","171.50","1","171.50","1","171.50","0","0.00"
"26 Feb 2025","df13","1","66.14","1","66.14","1","66.14","0","0.00"
"26 Feb 2025","zg85","1","28.13","1","28.13","1","28.13","0","0.00"
"25 Feb 2025","fxn","7","478.70","7","478.70","7","478.70","0","0.00"
"25 Feb 2025","ost","2","101.53","2","101.53","2","101.53","0","0.00"
"25 Feb 2025","cr5","1","15.54","1","15.54","1","15.54","0","0.00"
"25 Feb 2025","hhh1","1","70.11","1","70.11","1","70.11","0","0.00"
"25 Feb 2025","zg85","1","89.02","1","89.02","1","89.02","0","0.00"
"25 Feb 2025","cnl","1","50.75","1","50.75","1","50.75","0","0.00"
"25 Feb 2025","zg32","1","35.27","1","35.27","1","35.27","0","0.00"
"24 Feb 2025","fxn","3","339.53","3","339.53","3","339.53","0","0.00"
"24 Feb 2025","hhh1","2","297.10","2","297.10","2","297.10","0","0.00"
"24 Feb 2025","dd6","1","10.03","1","10.03","1","10.03","0","0.00"
"24 Feb 2025","dd7","1","134.49","0","0.00","0","0.00","0","0.00"
"24 Feb 2025","haa","1","43.41","1","43.41","1","43.41","0","0.00"
"23 Feb 2025","fxn","8","561.16","8","561.16","8","561.16","0","0.00"
"23 Feb 2025","hhh1","5","332.31","5","332.31","5","332.31","0","0.00"
"23 Feb 2025","qqq","1","72.33","1","72.33","1","72.33","0","0.00"
"22 Feb 2025","fxn","4","375.17","4","375.17","4","375.17","0","0.00"
"22 Feb 2025","bb","1","191.11","1","191.11","1","191.11","0","0.00"
"22 Feb 2025","zg32","1","18.53","1","18.53","1","18.53","0","0.00"
"22 Feb 2025","dd77","1","118.74","1","118.74","1","118.74","0","0.00"
"21 Feb 2025","fxn","3","200.37","3","200.37","3","200.37","0","0.00"
"21 Feb 2025","dd44","1","75.53","1","75.53","1","75.53","0","0.00"
"21 Feb 2025","qqq","1","60.98","1","60.98","1","60.98","0","0.00"
"21 Feb 2025","zg85","1","276.98","1","276.98","1","276.98","0","0.00"
"20 Feb 2025","fxn","2","199.06","2","199.06","2","199.06","0","0.00"
"20 Feb 2025","hhh1","2","227.37","2","227.37","2","227.37","0","0.00"
"20 Feb 2025","ost","2","33.19","2","33.19","2","33.19","0","0.00"
"20 Feb 2025","fuj","1","51.41","1","51.41","1","51.41","0","0.00"
"20 Feb 2025","dd66","1","123.28","1","123.28","1","123.28","0","0.00"
"19 Feb 2025","fxn","3","197.94","3","197.94","3","197.94","0","0.00"
"19 Feb 2025","df5","1","58.66","1","58.66","1","58.66","0","0.00"
"19 Feb 2025","t5b","1","307.71","1","307.71","1","307.71","0","0.00"
"19 Feb 2025","qqq","1","315.67","1","315.67","1","315.67","0","0.00"
"19 Feb 2025","dd77","1","67.90","1","67.90","1","67.90","0","0.00"
"19 Feb 2025","zg85","1","320.96","1","320.96","1","320.96","0","0.00"
"18 Feb 2025","fxn","4","437.28","4","437.28","4","437.28","0","0.00"
"18 Feb 2025","dd66","2","153.75","2","153.75","2","153.75","0","0.00"
"18 Feb 2025","ost","1","93.28","1","93.28","1","93.28","0","0.00"
"18 Feb 2025","zg85","1","24.30","1","24.30","1","24.30","0","0.00"
"17 Feb 2025","fxn","5","793.28","5","793.28","5","793.28","0","0.00"
"17 Feb 2025","hhh1","2","112.03","2","112.03","2","112.03","0","0.00"
"17 Feb 2025","qqq","1","64.83","1","64.83","1","64.83","0","0.00"
"17 Feb 2025","zg32","1","58.45","1","58.45","1","58.45","0","0.00"
"17 Feb 2025","dd66","1","63.44","1","63.44","1","63.44","0","0.00"
"17 Feb 2025","df5","1","115.42","1","115.42","1","115.42","0","0.00"
"16 Feb 2025","fxn","6","608.19","6","608.19","6","608.19","0","0.00"
"16 Feb 2025","dd66","2","191.19","2","191.19","2","191.19","0","0.00"
"16 Feb 2025","ost","1","32.62","1","32.62","1","32.62","0","0.00"
"16 Feb 2025","qqq","1","39.66","1","39.66","1","39.66","0","0.00"
"15 Feb 2025","fxn","6","558.11","6","558.11","6","558.11","0","0.00"
"15 Feb 2025","ost","1","78.35","1","78.35","1","78.35","0","0.00"
"15 Feb 2025","df5","1","89.44","1","89.44","1","89.44","0","0.00"
"15 Feb 2025","fuj","1","165.57","1","165.57","1","165.57","0","0.00"
"15 Feb 2025","qqq","1","29.95","1","29.95","1","29.95","0","0.00"
"15 Feb 2025","wvz","1","65.71","1","65.71","1","65.71","0","0.00"
"14 Feb 2025","fxn","3","300.64","3","300.64","3","300.64","0","0.00"
"14 Feb 2025","qqq","2","261.32","2","261.32","2","261.32","0","0.00"
"14 Feb 2025","zg85","2","275.39","2","275.39","2","275.39","0","0.00"
"14 Feb 2025","ck","1","243.30","1","243.30","1","243.30","0","0.00"
"14 Feb 2025","cnl","1","18.62","1","18.62","1","18.62","0","0.00"
"13 Feb 2025","fxn","4","213.72","4","213.72","4","213.72","0","0.00"
"13 Feb 2025","hhh1","1","446.41","1","446.41","1","446.41","0","0.00"
"13 Feb 2025","ck","1","123.28","1","123.28","1","123.28","0","0.00"
"13 Feb 2025","qqq","1","102.59","1","102.59","1","102.59","0","0.00"
"13 Feb 2025","zag12","1","14.48","1","14.48","1","14.48","0","0.00"
"12 Feb 2025","fxn","8","958.92","8","958.92","8","958.92","0","0.00"
"12 Feb 2025","ost","2","370.44","2","370.44","2","370.44","0","0.00"
"12 Feb 2025","hhh1","1","29.33","1","29.33","1","29.33","0","0.00"
"12 Feb 2025","zg85","1","18.20","1","18.20","1","18.20","0","0.00"
"11 Feb 2025","qqq","3","207.13","3","207.13","3","207.13","0","0.00"
"11 Feb 2025","fxn","3","223.88","3","223.88","3","223.88","0","0.00"
"11 Feb 2025","ost","1","73.11","1","73.11","1","73.11","0","0.00"
"11 Feb 2025","bb","1","112.63","1","112.63","1","112.63","0","0.00"
"10 Feb 2025","vv","1","35.33","1","35.33","1","35.33","0","0.00"
"10 Feb 2025","dd66","1","103.88","1","103.88","1","103.88","0","0.00"
"10 Feb 2025","fxn","1","50.49","1","50.49","1","50.49","0","0.00"
"10 Feb 2025","zg32","1","53.50","1","53.50","1","53.50","0","0.00"
"09 Feb 2025","fxn","7","647.48","7","647.48","7","647.48","0","0.00"
"09 Feb 2025","ccc","1","79.85","1","79.85","1","79.85","0","0.00"
"09 Feb 2025","ck","1","11.63","1","11.63","1","11.63","0","0.00"
"09 Feb 2025","cr5","1","97.72","1","97.72","1","97.72","0","0.00"
"08 Feb 2025","fxn","5","406.15","5","406.15","5","406.15","0","0.00"
"08 Feb 2025","dd66","4","360.03","4","360.03","4","360.03","0","0.00"
"08 Feb 2025","qqq","1","83.15","1","83.15","1","83.15","0","0.00"
"08 Feb 2025","bb","1","90.73","1","90.73","1","90.73","0","0.00"
"08 Feb 2025","lv5","1","302.60","1","302.60","1","302.60","0","0.00"
"08 Feb 2025","ost","1","144.01","1","144.01","1","144.01","0","0.00"
"08 Feb 2025","vv","1","38.40","1","38.40","1","38.40","0","0.00"
"07 Feb 2025","fxn","7","461.60","7","461.60","7","461.60","0","0.00"
"07 Feb 2025","ost","2","476.99","2","476.99","2","476.99","0","0.00"
"07 Feb 2025","ck","1","13.88","1","13.88","1","13.88","0","0.00"
"07 Feb 2025","dd66","1","36.36","1","36.36","1","36.36","0","0.00"
"07 Feb 2025","qqq","1","29.26","1","29.26","1","29.26","0","0.00"
"06 Feb 2025","fxn","5","348.98","5","348.98","5","348.98","0","0.00"
"06 Feb 2025","dd66","2","111.31","2","111.31","2","111.31","0","0.00"
"06 Feb 2025","qqq","2","50.86","2","50.86","2","50.86","0","0.00"
"06 Feb 2025","hhh1","1","79.52","1","79.52","1","79.52","0","0.00"
"06 Feb 2025","cnl","1","24.15","1","24.15","1","24.15","0","0.00"
"05 Feb 2025","fxn","4","227.11","4","227.11","4","227.11","0","0.00"
"05 Feb 2025","qqq","2","190.32","2","190.32","2","190.32","0","0.00"
"05 Feb 2025","zg32","1","70.41","1","70.41","1","70.41","0","0.00"
"05 Feb 2025","dd44","1","23.23","1","23.23","1","23.23","0","0.00"
"05 Feb 2025","haa","1","153.90","1","153.90","1","153.90","0","0.00"
"04 Feb 2025","fxn","3","300.72","3","300.72","3","300.72","0","0.00"
"04 Feb 2025","cnl","1","70.41","1","70.41","1","70.41","0","0.00"
"04 Feb 2025","dxj","1","77.20","1","77.20","1","77.20","0","0.00"
"04 Feb 2025","dd77","1","91.50","1","91.50","1","91.50","0","0.00"
"04 Feb 2025","zg32","1","234.01","1","234.01","1","234.01","0","0.00"
"04 Feb 2025","cr5","1","30.71","1","30.71","1","30.71","0","0.00"
"04 Feb 2025","haa","1","454.96","1","454.96","1","454.96","0","0.00"
"04 Feb 2025","hhh1","1","41.50","1","41.50","1","41.50","0","0.00"
"04 Feb 2025","qqq","1","89.94","1","89.94","1","89.94","0","0.00"
"03 Feb 2025","qqq","4","375.05","4","375.05","4","375.05","0","0.00"
"03 Feb 2025","fxn","4","398.30","4","398.30","4","398.30","0","0.00"
"03 Feb 2025","cnl","1","41.41","1","41.41","1","41.41","0","0.00"
"03 Feb 2025","ds8","1","219.15","1","219.15","1","219.15","0","0.00"
"02 Feb 2025","fxn","5","550.21","5","550.21","5","550.21","0","0.00"
"02 Feb 2025","ck","1","92.04","1","92.04","1","92.04","0","0.00"
"02 Feb 2025","ds8","1","233.77","1","233.77","1","233.77","0","0.00"
"01 Feb 2025","fxn","5","389.62","5","389.62","5","389.62","0","0.00"
"01 Feb 2025","qqq","2","143.87","2","143.87","2","143.87","0","0.00"
"01 Feb 2025","df5","1","29.56","1","29.56","1","29.56","0","0.00"
"01 Feb 2025","cr5","1","294.04","1","294.04","1","294.04","0","0.00"
"01 Feb 2025","haa","1","67.11","1","67.11","1","67.11","0","0.00"
"31 Jan 2025","fxn","6","484.30","6","484.30","6","484.30","0","0.00"
"31 Jan 2025","dd6","1","101.55","1","101.55","1","101.55","0","0.00"
"31 Jan 2025","dd88","1","101.12","1","101.12","1","101.12","0","0.00"
"31 Jan 2025","dzg3","1","69.69","1","69.69","1","69.69","0","0.00"
"31 Jan 2025","lay15","1","65.42","1","65.42","1","65.42","0","0.00"
"31 Jan 2025","zg32","1","17.24","1","17.24","1","17.24","0","0.00"
"31 Jan 2025","zg85","1","36.95","1","36.95","1","36.95","0","0.00"
"31 Jan 2025","cr5","1","261.16","1","261.16","1","261.16","0","0.00"
"30 Jan 2025","fxn","7","501.99","7","501.99","7","501.99","0","0.00"
"30 Jan 2025","ck","1","182.84","1","182.84","1","182.84","0","0.00"
"30 Jan 2025","cr5","1","17.20","1","17.20","1","17.20","0","0.00"
"30 Jan 2025","qqq","1","114.98","1","114.98","1","114.98","0","0.00"
"30 Jan 2025","zg32","1","89.80","1","89.80","1","89.80","0","0.00"
"30 Jan 2025","zg85","1","79.85","1","79.85","1","79.85","0","0.00"
"29 Jan 2025","fxn","3","276.66","3","276.66","3","276.66","0","0.00"
"29 Jan 2025","dd44","1","89.16","1","89.16","1","89.16","0","0.00"
"29 Jan 2025","zg32","1","40.08","1","40.08","1","40.08","0","0.00"
"29 Jan 2025","zg85","1","26.93","1","26.93","1","26.93","0","0.00"
"29 Jan 2025","df11","1","89.16","1","89.16","1","89.16","0","0.00"
"28 Jan 2025","fxn","5","509.24","5","509.24","5","509.24","0","0.00"
"28 Jan 2025","hhh1","1","38.52","1","38.52","1","38.52","0","0.00"
"28 Jan 2025","4dg","1","66.72","1","66.72","1","66.72","0","0.00"
"28 Jan 2025","cr5","1","18.19","1","18.19","1","18.19","0","0.00"
"28 Jan 2025","zg32","1","14.09","1","14.09","1","14.09","0","0.00"
"27 Jan 2025","fxn","5","511.87","5","511.87","5","511.87","0","0.00"
"27 Jan 2025","dd6","1","138.58","0","0.00","0","0.00","0","0.00"
"27 Jan 2025","ost","1","142.12","1","142.12","1","142.12","0","0.00"
"27 Jan 2025","qqq","1","125.75","1","125.75","1","125.75","0","0.00"
"27 Jan 2025","xc3","1","89.16","1","89.16","1","89.16","0","0.00"
"27 Jan 2025","zg32","1","25.87","1","25.87","1","25.87","0","0.00"
"26 Jan 2025","cr5","2","196.66","2","196.66","2","196.66","0","0.00"
"26 Jan 2025","fxn","2","143.37","2","143.37","2","143.37","0","0.00"
"26 Jan 2025","1h1h","1","54.29","1","54.29","1","54.29","0","0.00"
"25 Jan 2025","fxn","4","216.99","4","216.99","4","216.99","0","0.00"
"25 Jan 2025","dd6","1","43.92","1","43.92","1","43.92","0","0.00"
"24 Jan 2025","dd6","2","72.35","2","72.35","2","72.35","0","0.00"
"24 Jan 2025","fxn","2","597.56","2","597.56","2","597.56","0","0.00"
"23 Jan 2025","fxn","5","497.74","5","497.74","5","497.74","0","0.00"
"22 Jan 2025","fxn","3","136.97","3","136.97","3","136.97","0","0.00"
"22 Jan 2025","zg85","1","18.32","1","18.32","1","18.32","0","0.00"
"22 Jan 2025","ost","1","350.85","1","350.85","1","350.85","0","0.00"
"21 Jan 2025","fxn","5","479.72","5","479.72","5","479.72","0","0.00"
"21 Jan 2025","ost","1","175.01","1","175.01","1","175.01","0","0.00"
"21 Jan 2025","dd44","1","210.16","1","210.16","1","210.16","0","0.00"
"21 Jan 2025","piv","1","38.57","1","38.57","1","38.57","0","0.00"
